plotWnum,plotSpec
44302,57.0647845153669
44302.102,53.217287847942
44302.199,61.752440374365
44302.301,63.4661239367923
44302.398,53.456367140013
44302.5,62.0720463729647
44302.602,51.3195084527157
44302.699,61.0819703588782
44302.801,53.0226588195252
44302.898,53.5576798704098
44303,65.7487100922856
44303.102,57.96579295091
44303.199,54.4341720497492
44303.301,63.047064603226
44303.398,58.1925276517002
44303.5,54.7943815093899
44303.602,65.8115904299865
44303.699,59.3142743807261
44303.801,71.1060977842625
44303.898,60.0866068706325
44304,72.6223855399287
44304.102,78.1113401651061
44304.199,81.2335758778633
44304.301,87.1614376537574
44304.398,82.8634578207362
44304.5,94.6742864502938
44304.602,98.7064960612463
44304.699,97.1641162219526
44304.801,126.87741022294
44304.898,116.290773166951
44305,118.634060558306
44305.102,117.046546451317
44305.199,109.467926987794
44305.301,119.327983292145
44305.398,124.554898667092
44305.5,133.610293496549
44305.602,131.167445505638
44305.699,141.207521003372
44305.801,148.844135749108
44305.898,146.100846459038
44306,144.612579842626
44306.102,157.345932028465
44306.199,162.578550807284
44306.301,155.555346870391
44306.398,174.532199016988
44306.5,169.873340949268
44306.602,168.065781055852
44306.699,170.794076320008
44306.801,179.676830042287
44306.898,173.984026866361
44307,172.318838309123
44307.102,167.555380602084
44307.199,171.451752563786
44307.301,161.090000273422
44307.398,166.089750002277
44307.5,182.754014373723
44307.602,159.370425044339
44307.699,153.850577692245
44307.801,160.342084228143
44307.898,149.381213896255
44308,148.427156216138
44308.102,149.315023066931
44308.199,148.882785317226
44308.301,149.932280408038
44308.398,150.690302444525
44308.5,147.407048211479
44308.602,140.483193711393
44308.699,143.096215173348
44308.801,142.557794264408
44308.898,141.69588432251
44309,151.049622951877
44309.102,156.360309337152
44309.199,137.79862018929
44309.301,141.332443317049
44309.398,143.032087306438
44309.5,147.987098315597
44309.602,140.72251274264
44309.699,138.450952238944
44309.801,141.829330901525
44309.898,131.094356163231
44310,140.648922630932
44310.102,136.918810771752
44310.199,129.681085107639
44310.301,136.891129379707
44310.398,139.740487515814
44310.5,142.13514263527
44310.602,140.476092972364
44310.699,149.896996459767
44310.801,148.639280898611
44310.898,141.897821721473
44311,143.276940871985
44311.102,158.269233672951
44311.199,158.671526310495
44311.301,151.498048078408
44311.398,151.437160712345
44311.5,156.816589359194
44311.602,158.246697259022
44311.699,159.70827908226
44311.801,168.562772644521
44311.898,168.193744309459
44312,155.141498456331
44312.102,163.917474703025
44312.199,164.332176974498
44312.301,163.526681502338
44312.398,161.205030808022
44312.5,158.887752122714
44312.602,152.402667312145
44312.699,148.439023755122
44312.801,151.298374846301
44312.898,150.29403761862
44313,146.64578615329
44313.102,129.473960894085
44313.199,131.342424273967
44313.301,132.00886616676
44313.398,124.405600183101
44313.5,117.240891782865
44313.602,113.063471646048
44313.699,104.461316204664
44313.801,111.692686537414
44313.898,99.5366514150219
44314,90.3342358046239
44314.102,93.9855907847744
44314.199,83.8000775641968
44314.301,87.648671313703
44314.398,82.3080716876811
44314.5,86.0898131847684
44314.602,70.1695255506872
44314.699,75.6302612553094
44314.801,75.898997130853
44314.898,68.1586706411708
44315,71.4352165947999
44315.102,73.6007747057455
44315.199,62.5297942694547
44315.301,71.823475208847
44315.398,76.4630274448979
44315.5,68.2831239436164
44315.602,57.2218567039386
44315.699,66.016600932198
44315.801,78.8085005158974
44315.898,64.9380693299078
44316,76.5323713448385
44316.102,69.413724739794
44316.199,68.1247330819427
44316.301,75.0010284785693
44316.398,74.6119758119513
44316.5,83.6723434786131
44316.602,79.5530806519455
44316.699,75.7736173505418
44316.801,85.0728988167834
44316.898,83.8711423272321
44317,104.331233314808
44317.102,103.297491377918
44317.199,106.916044508416
44317.301,114.755710881853
44317.398,113.576900211905
44317.5,116.258363930651
44317.602,111.220150417113
44317.699,137.221552811945
44317.801,131.868195362485
44317.898,141.880662797325
44318,143.752660976997
44318.102,151.125561535302
44318.199,150.735789288574
44318.301,151.13980392849
44318.398,161.631313844837
44318.5,167.664493928171
44318.602,152.160805481084
44318.699,169.640448770945
44318.801,169.619759302597
44318.898,160.879778272124
44319,159.491215469215
44319.102,144.705879222175
44319.199,150.728067300948
44319.301,144.339975549015
44319.398,145.433910871891
44319.5,139.51207203416
44319.602,128.051726903288
44319.699,127.151790331751
44319.801,123.356000069807
44319.898,109.480921977978
44320,115.101999203324
44320.102,105.344847532511
44320.199,102.86996993977
44320.301,104.371653286105
44320.398,98.4362457287519
44320.5,99.9609761520157
44320.602,85.6555862134979
44320.699,83.6780086347615
44320.801,82.4295252381557
44320.898,81.4304035829515
44321,81.8298796844723
44321.102,75.1736318696854
44321.199,92.132282905242
44321.301,80.0837057575138
44321.398,86.6941384523308
44321.5,72.8786381506607
44321.602,71.1491956025651
44321.699,71.0110646625439
44321.801,81.2683447584749
44321.898,81.83081471615
44322,75.202326194264
44322.102,69.9914404530261
44322.199,75.4631054809745
44322.301,86.0172544556113
44322.398,92.7994168115852
44322.5,101.660978543785
44322.602,98.46884409975
44322.699,102.043826474466
44322.801,99.9630555109423
44322.898,100.283949061626
44323,96.5559983394891
44323.102,114.22235801996
44323.199,107.435814034754
44323.301,102.874865786338
44323.398,128.833424845238
44323.5,123.756126801211
44323.602,128.833770969014
44323.699,121.143984821407
44323.801,127.981154629133
44323.898,130.767921345677
44324,143.792278631515
44324.102,134.293447508774
44324.199,125.703063408269
44324.301,127.58959614314
44324.398,121.83881378876
44324.5,134.064385440572
44324.602,123.956090334865
44324.699,133.027822424743
44324.801,121.732027981208
44324.898,121.271432108777
44325,113.652608365489
44325.102,113.540732540583
44325.199,123.336400829176
44325.301,121.091497943579
44325.398,112.906584387361
44325.5,118.886117113675
44325.602,112.134858048082
44325.699,101.261871117044
44325.801,103.010896328936
44325.898,103.285273272821
44326,105.325584179316
44326.102,108.457985274359
44326.199,108.207043164881
44326.301,103.122248848813
44326.398,108.827096542546
44326.5,100.71801622638
44326.602,108.747099462371
44326.699,95.4865968483792
44326.801,105.637793308861
44326.898,111.855280196626
44327,107.045233943733
44327.102,114.393076048583
44327.199,104.45291583939
44327.301,107.285384397214
44327.398,103.756278727719
44327.5,105.453642075827
44327.602,112.15987871778
44327.699,111.578234406805
44327.801,101.732271611806
44327.898,112.317170846225
44328,118.323940999577
44328.102,115.041939703703
44328.199,114.912651607303
44328.301,125.60842839891
44328.398,131.834568720081
44328.5,137.077363473752
44328.602,149.459902088843
44328.699,144.408408433714
44328.801,143.656377312573
44328.898,146.745361206131
44329,150.466190789042
44329.102,150.940613129937
44329.199,146.772728327261
44329.301,138.746465214892
44329.398,149.774262364733
44329.5,140.949828814154
44329.602,148.826102000286
44329.699,146.918896275325
44329.801,149.127534939046
44329.898,160.160932131523
44330,158.508667974687
44330.102,164.33345481728
44330.199,151.543466098871
44330.301,145.292610668093
44330.398,166.233853605907
44330.5,164.116180526281
44330.602,165.381189938694
44330.699,159.658576998354
44330.801,170.87538205637
44330.898,167.871455513951
44331,174.391484562101
44331.102,172.833143776235
44331.199,175.069280424001
44331.301,188.131537878797
44331.398,189.296205473579
44331.5,172.163208894882
44331.602,169.228565032984
44331.699,172.85052764793
44331.801,168.833429317014
44331.898,149.490212768153
44332,148.643704813128
44332.102,140.56336425707
44332.199,144.470010092996
44332.301,143.506412922326
44332.398,128.022596883024
44332.5,128.477996537447
44332.602,115.26837205731
44332.699,112.494520992437
44332.801,118.516121350697
44332.898,108.222981300161
44333,106.775178810489
44333.102,105.480550888144
44333.199,90.9512134067226
44333.301,99.7169067501852
44333.398,87.7830982984507
44333.5,95.9985150151489
44333.602,93.4128577616889
44333.699,94.3084851030232
44333.801,87.0617129970191
44333.898,87.4454353169987
44334,78.6978989622939
44334.102,71.0582263952512
44334.199,75.6719936028632
44334.301,81.8814896027266
44334.398,74.1571455016371
44334.5,76.9946726352472
44334.602,82.2917584368043
44334.699,85.1340232654931
44334.801,75.3243877703508
44334.898,71.1512183690904
44335,72.5432951296811
44335.102,89.0590081956634
44335.199,67.809009773691
44335.301,81.6371935913374
44335.398,80.0984676099744
44335.5,83.4328083154937
44335.602,75.3947992801121
44335.699,79.3923007850774
44335.801,99.9606144753293
44335.898,82.0255856376978
44336,103.73056198001
44336.102,94.5497419917805
44336.199,96.3719637685339
44336.301,96.670238563942
44336.398,93.8095394335776
44336.5,103.495220706035
44336.602,96.5589948528054
44336.699,99.6958627337059
44336.801,101.397805301127
44336.898,95.5841713342607
44337,90.7359044469181
44337.102,95.8412200327056
44337.199,78.0078047129077
44337.301,76.0124261915671
44337.398,77.699301434041
44337.5,64.6171565305548
44337.602,76.2937471083292
44337.699,66.5233485568736
44337.801,65.3366405211492
44337.898,61.5673404987871
44338,74.714875502447
44338.102,57.106664706518
44338.199,58.9232610667059
44338.301,54.4148087525572
44338.398,57.0340368070729
44338.5,55.1137423333697
44338.602,58.2331379274817
44338.699,45.8217035873404
44338.801,50.1925193009337
44338.898,40.8374945740864
44339,52.9574948037102
44339.102,56.7821071982665
44339.199,53.5353751663108
44339.301,46.1309955623606
44339.398,54.4618466762741
44339.5,48.5670525640094
44339.602,51.3149181131149
44339.699,55.8568211969997
44339.801,43.9854410918453
44339.898,49.3822395594578
44340,53.1193856627905
44340.102,58.7288487800357
44340.199,57.2291393421129
44340.301,59.318069360524
44340.398,59.1551931510948
44340.5,75.086346048201
44340.602,68.2234816392736
44340.699,62.7459577670334
44340.801,73.595129710675
44340.898,60.7809542705511
44341,81.7914628989414
44341.102,66.1188536902131
44341.199,85.3370872051451
44341.301,74.3918868952777
44341.398,85.697704048509
44341.5,81.6185950070922
44341.602,93.1408961960499
44341.699,89.812848408459
44341.801,93.1657642461739
44341.898,107.973495266678
44342,93.2430891895595
44342.102,106.074318646288
44342.199,97.9743240976912
44342.301,101.930803095968
44342.398,113.813896887264
44342.5,111.218544163744
44342.602,113.482628809727
44342.699,120.495242450359
44342.801,113.300355374862
44342.898,119.420100508539
44343,127.021717932068
44343.102,130.727609330405
44343.199,139.988316944567
44343.301,129.624161239026
44343.398,140.648414624631
44343.5,145.033686891172
44343.602,150.11511244892
44343.699,169.635369396397
44343.801,170.442855999338
44343.898,173.375999706662
44344,185.1314095586
44344.102,182.059594647954
44344.199,190.537904331445
44344.301,204.604507392644
44344.398,196.31531307213
44344.5,219.075916273023
44344.602,204.668813742453
44344.699,213.946137886804
44344.801,211.033924097599
44344.898,214.884339664411
44345,218.437534958964
44345.102,222.958503527225
44345.199,222.231906097447
44345.301,211.328618343767
44345.398,211.464572194161
44345.5,212.206864235595
44345.602,218.4241698393
44345.699,211.146989847238
44345.801,192.484430386533
44345.898,194.036917646361
44346,187.019519742659
44346.102,182.873498594066
44346.199,187.286206056112
44346.301,174.007040409923
44346.398,180.262961428569
44346.5,167.259709812056
44346.602,159.488314893505
44346.699,163.984824426151
44346.801,142.890579072092
44346.898,141.83639352864
44347,137.851662726363
44347.102,125.331494756017
44347.199,125.933764927641
44347.301,112.190330394827
44347.398,123.39140626994
44347.5,125.33839922421
44347.602,112.933052059265
44347.699,95.5349896486206
44347.801,117.799817042509
44347.898,96.9870189074437
44348,95.4161839589427
44348.102,96.4801042482285
44348.199,98.9288654732307
44348.301,91.282751023973
44348.398,117.279721583034
44348.5,92.9304402688799
44348.602,103.667479512659
44348.699,102.555890206982
44348.801,93.7179441650178
44348.898,93.8733024934926
44349,110.363059901196
44349.102,105.680854563092
44349.199,95.8802293015496
44349.301,102.106021282901
44349.398,104.344238418208
44349.5,110.027794986101
44349.602,113.059475872724
44349.699,113.80840831903
44349.801,113.846136308665
44349.898,109.492445552161
44350,116.960769954928
44350.102,100.362274143987
44350.199,115.999223929341
44350.301,105.07356824923
44350.398,106.908831917366
44350.5,93.5013514307201
44350.602,86.6031505185763
44350.699,90.8915640545341
44350.801,86.713074735642
44350.898,83.1453694431882
44351,77.7211934425203
44351.102,76.9845250497039
44351.199,72.6193273830802
44351.301,61.7022427107487
44351.398,55.1742739662038
44351.5,63.3173033325186
44351.602,58.9882820218626
44351.699,58.6143580928286
44351.801,44.5109866279948
44351.898,47.5890207847815
44352,50.8190449189258
44352.102,56.0079229430197
44352.199,39.2565950343899
44352.301,45.842922610208
44352.398,45.1571111286375
44352.5,44.412939988179
44352.602,36.8012975189053
44352.699,35.8790221350994
44352.801,36.6684093312487
44352.898,39.674396030117
44353,41.5309578377166
44353.102,50.4419286473185
44353.199,27.9550303436454
44353.301,43.1043107999208
44353.398,43.0952080575297
44353.5,35.9566514714186
44353.602,30.6705532909886
44353.699,34.1527788237935
44353.801,34.1446347996549
44353.898,39.6302680388816
44354,37.6785452086066
44354.102,40.6333745266877
44354.199,36.025003711559
44354.301,40.2348240073425
44354.398,36.4287936477044
44354.5,48.1597000060271
44354.602,33.6062187965294
44354.699,42.7426294076293
44354.801,52.4828474413416
44354.898,36.0901792856678
44355,40.7623440341894
44355.102,45.8044544435756
44355.199,42.6301572143611
44355.301,48.8634866817912
44355.398,46.0793285406176
44355.5,53.8093783872858
44355.602,45.6872181581227
44355.699,38.068696252783
44355.801,54.8586264787714
44355.898,49.6715758032768
44356,54.0830397772254
44356.102,59.7743019573898
44356.199,46.6237234418913
44356.301,58.7169981264009
44356.398,67.1289014884929
44356.5,52.9858633167071
44356.602,63.3356034373012
44356.699,68.6441324223361
44356.801,74.5771408577668
44356.898,85.5772356409554
44357,78.1726914466359
44357.102,90.2812882673861
44357.199,99.8278890241105
44357.301,104.299069675988
44357.398,107.253526347746
44357.5,116.067254595742
44357.602,128.131197819502
44357.699,125.115652973761
44357.801,139.910642241473
44357.898,146.264968621335
44358,137.684528425821
44358.102,142.807106419821
44358.199,152.619587265254
44358.301,147.706492242269
44358.398,144.677529120056
44358.5,157.988266026946
44358.602,159.956574752072
44358.699,158.818588527201
44358.801,151.628441157031
44358.898,154.271131089252
44359,161.568925312923
44359.102,154.873122235009
44359.199,150.866072931685
44359.301,146.575742631026
44359.398,145.826445110868
44359.5,146.060649521058
44359.602,145.606732526066
44359.699,137.605614224779
44359.801,133.900525396522
44359.898,138.386275773648
44360,137.387354568964
44360.102,135.014283974978
44360.199,129.677303304538
44360.301,122.021782336677
44360.398,129.737488753662
44360.5,134.821397400746
44360.602,139.502744790195
44360.699,130.950693923627
44360.801,129.283724738843
44360.898,129.749018766048
44361,127.627913758501
44361.102,122.475663615235
44361.199,124.433487563809
44361.301,122.380016316014
44361.398,129.938641325782
44361.5,133.933394345128
44361.602,140.293032516425
44361.699,135.464569054436
44361.801,135.266651623665
44361.898,146.24311670171
44362,139.266987049465
44362.102,145.430080295088
44362.199,145.835627082342
44362.301,159.857576627496
44362.398,165.384761074757
44362.5,161.441490932925
44362.602,170.094901942747
44362.699,179.169889957623
44362.801,180.430557846975
44362.898,180.722525717136
44363,185.908434045251
44363.102,187.166260843857
44363.199,182.497400355941
44363.301,194.589832703802
44363.398,196.840291218165
44363.5,193.552838366457
44363.602,193.151262260323
44363.699,191.588866337236
44363.801,188.503827004665
44363.898,180.244970432713
44364,180.979098819074
44364.102,176.412962902266
44364.199,176.166676776711
44364.301,151.452969376019
44364.398,145.973081268441
44364.5,152.126119156653
44364.602,147.86651228413
44364.699,136.077312420663
44364.801,119.902044843727
44364.898,117.007076567126
44365,119.862014591338
44365.102,114.806681731422
44365.199,105.85603386141
44365.301,87.0922211330516
44365.398,93.5545599034983
44365.5,74.2722549326162
44365.602,82.7618593241355
44365.699,76.6239736200477
44365.801,78.0127115501729
44365.898,69.2454689969946
